#EventID;Time;Latitude;Longitude;Depth-Km;Author;Catalog;Contributor;ContributorID;MagType;Magnitude;MagAuthor;EventLocationName
7232091;26-08-2016 09:24:10;42,7792;13,1785;9,8;SURVEY-INGV;;;;ML;2,8;--;Perugia
7232271;26-08-2016 09:32:04;42,7683;13,1087;10,5;SURVEY-INGV;;;;ML;2,2;--;Perugia
7232291;26-08-2016 09:33:10;42,7662;13,1893;10;SURVEY-INGV;;;;ML;2,1;--;Perugia
7232421;26-08-2016 09:39:54;42,7967;13,2152;9,1;SURVEY-INGV;;;;ML;2,5;--;Ascoli Piceno
7232461;26-08-2016 09:41:18;42,7888;13,2078;7,9;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7232531;26-08-2016 09:43:55;42,6098;13,2987;6,3;SURVEY-INGV;;;;ML;2,3;--;Rieti
7232551;26-08-2016 09:44:25;42,6243;13,3083;6,9;SURVEY-INGV;;;;ML;2,4;--;Rieti
7233721;26-08-2016 10:22:47;42,7157;13,2105;10,2;SURVEY-INGV;;;;ML;2;--;Rieti
7234071;26-08-2016 10:33:59;42,8623;13,1603;10,7;SURVEY-INGV;;;;ML;2,3;--;Macerata
7234111;26-08-2016 10:34:56;42,629;13,3073;6,3;SURVEY-INGV;;;;ML;2,1;--;Rieti
7234241;26-08-2016 10:39:01;42,6152;13,308;10,8;SURVEY-INGV;;;;ML;2,3;--;Rieti
7234381;26-08-2016 10:44:20;42,8338;13,1602;10,7;SURVEY-INGV;;;;ML;2;--;Macerata
7234461;26-08-2016 10:49:21;42,6332;13,307;7,8;SURVEY-INGV;;;;ML;2,1;--;Rieti
7234541;26-08-2016 10:52:25;42,6218;13,2807;10,4;SURVEY-INGV;;;;ML;2,6;--;Rieti
7234571;26-08-2016 10:52:48;42,7463;13,2083;8,7;SURVEY-INGV;;;;ML;2,6;--;Rieti
7234721;26-08-2016 10:59:08;42,8027;13,167;9,5;SURVEY-INGV;;;;ML;2,3;--;Perugia
7234951;26-08-2016 11:06:45;42,6143;13,304;10,5;SURVEY-INGV;;;;ML;3;--;Rieti
7235181;26-08-2016 11:14:57;42,596;13,2993;7,5;SURVEY-INGV;;;;ML;2;--;Rieti
7235271;26-08-2016 11:19:00;42,6175;13,2867;10,7;SURVEY-INGV;;;;ML;2,1;--;Rieti
7235471;26-08-2016 11:26:12;42,7002;13,2933;10,7;SURVEY-INGV;;;;ML;2,1;--;Rieti
7235681;26-08-2016 11:34:31;42,6177;13,3317;10,4;SURVEY-INGV;;;;ML;2;--;Rieti
7236471;26-08-2016 12:08:02;42,7922;13,2373;7;SURVEY-INGV;;;;ML;2,8;--;Ascoli Piceno
7236491;26-08-2016 12:08:57;42,6092;13,3017;8,7;SURVEY-INGV;;;;ML;2,7;--;Rieti
7236521;26-08-2016 12:09:38;42,6078;13,3012;7,9;SURVEY-INGV;;;;ML;2,4;--;Rieti
7236721;26-08-2016 12:20:41;42,7518;13,1657;9,8;SURVEY-INGV;;;;ML;2;--;Perugia
7237001;26-08-2016 12:31:21;42,7637;13,2122;10,3;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7237171;26-08-2016 12:35:24;42,6207;13,2478;10;SURVEY-INGV;;;;ML;2,4;--;Rieti
7237351;26-08-2016 12:43:18;42,6247;13,2127;11,3;SURVEY-INGV;;;;ML;2;--;Rieti
7237411;26-08-2016 12:46:24;42,6508;13,2917;7,5;SURVEY-INGV;;;;ML;2;--;Rieti
7237461;26-08-2016 12:48:46;42,8135;13,1577;10,3;SURVEY-INGV;;;;ML;2;--;Perugia
7237481;26-08-2016 12:50:00;42,8623;13,1652;10,5;SURVEY-INGV;;;;ML;2,1;--;Macerata
7237531;26-08-2016 12:50:42;42,8222;13,241;9,6;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7238001;26-08-2016 13:10:56;42,732;13,1822;9,6;SURVEY-INGV;;;;ML;2,4;--;Rieti
7238121;26-08-2016 13:14:28;42,8182;13,2367;9,8;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7238451;26-08-2016 13:27:48;42,6225;13,3003;7,4;SURVEY-INGV;;;;ML;2,4;--;Rieti
7238551;26-08-2016 13:34:34;42,6218;13,3167;8,2;SURVEY-INGV;;;;ML;2,5;--;Rieti
7238591;26-08-2016 13:35:30;42,8107;13,1743;9,5;SURVEY-INGV;;;;ML;2,3;--;Perugia
7238881;26-08-2016 13:47:32;42,8345;13,2172;8,3;SURVEY-INGV;;;;ML;2,6;--;Macerata
7239361;26-08-2016 14:08:06;42,8168;13,1675;10;SURVEY-INGV;;;;ML;2,1;--;Perugia
7239541;26-08-2016 14:15:10;42,5157;13,3038;14;SURVEY-INGV;;;;Md;2,1;--;L'Aquila
7239941;26-08-2016 14:33:41;42,6687;13,2097;14,8;SURVEY-INGV;;;;ML;2,8;--;Rieti
7240021;26-08-2016 14:38:15;42,6195;13,2853;7,3;SURVEY-INGV;;;;ML;2,1;--;Rieti
7240291;26-08-2016 14:48:40;42,761;13,1717;10,2;SURVEY-INGV;;;;ML;2;--;Perugia
7240741;26-08-2016 15:16:24;42,6017;13,2925;7,3;SURVEY-INGV;;;;ML;3;--;Rieti
7240861;26-08-2016 15:22:34;42,7412;13,1888;8,1;SURVEY-INGV;;;;ML;2,3;--;Rieti
7241121;26-08-2016 15:37:08;42,7483;13,1905;9,9;SURVEY-INGV;;;;ML;2,4;--;Rieti
7241231;26-08-2016 15:42:54;42,7957;13,2473;9,3;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7241341;26-08-2016 15:47:42;42,8127;13,2463;9,6;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7241401;26-08-2016 15:49:56;42,7587;13,245;9,9;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7241731;26-08-2016 16:04:15;42,5883;13,2957;8,5;SURVEY-INGV;;;;ML;2,9;--;Rieti
7241751;26-08-2016 16:05:29;42,6927;13,1477;9,9;SURVEY-INGV;;;;ML;3,8;--;Rieti
7241821;26-08-2016 16:09:18;42,5993;13,298;6,7;SURVEY-INGV;;;;ML;2,7;--;Rieti
7241901;26-08-2016 16:10:25;42,7687;13,1255;10,3;SURVEY-INGV;;;;ML;2,1;--;Perugia
7242081;26-08-2016 16:14:27;42,7022;13,1637;10,9;SURVEY-INGV;;;;ML;2,1;--;Rieti
7242491;26-08-2016 16:37:47;42,6533;13,2262;11,3;SURVEY-INGV;;;;ML;2;--;Rieti
7242511;26-08-2016 16:38:25;42,8075;13,1757;9,9;SURVEY-INGV;;;;ML;2;--;Perugia
7243281;26-08-2016 17:11:55;42,6412;13,2992;10,9;SURVEY-INGV;;;;ML;2,8;--;Rieti
7243301;26-08-2016 17:14:05;42,8023;13,1503;7;SURVEY-INGV;;;;ML;2,1;--;Perugia
7243331;26-08-2016 17:14:34;42,7898;13,2412;9,3;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7243471;26-08-2016 17:18:14;42,6272;13,2962;7,6;SURVEY-INGV;;;;ML;2,3;--;Rieti
7243931;26-08-2016 17:37:11;42,586;13,2965;9;SURVEY-INGV;;;;ML;2,5;--;Rieti
7244141;26-08-2016 17:45:57;42,8568;13,2415;9,5;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7244451;26-08-2016 17:56:21;42,7852;13,2352;8,3;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7244511;26-08-2016 17:59:20;42,5142;13,2903;10,9;SURVEY-INGV;;;;ML;2,2;--;L'Aquila
7244871;26-08-2016 18:15:04;42,5902;13,3012;8,3;SURVEY-INGV;;;;ML;2,7;--;Rieti
7244901;26-08-2016 18:16:48;42,7773;13,259;14,6;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7245061;26-08-2016 18:24:28;42,6067;13,3052;9,8;SURVEY-INGV;;;;ML;2,2;--;Rieti
7245301;26-08-2016 18:35:26;42,7673;13,1798;9,6;SURVEY-INGV;;;;ML;2,2;--;Perugia
7245341;26-08-2016 18:36:24;42,7637;13,2352;9,1;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7245671;26-08-2016 18:51:38;42,6862;13,1742;10;SURVEY-INGV;;;;ML;2,8;--;Rieti
7245691;26-08-2016 18:52:07;42,6127;13,2953;7,7;SURVEY-INGV;;;;ML;2,8;--;Rieti
7245871;26-08-2016 19:01:21;42,6098;13,2957;7,6;SURVEY-INGV;;;;ML;2;--;Rieti
7245931;26-08-2016 19:02:28;42,626;13,3035;7,7;SURVEY-INGV;;;;ML;2;--;Rieti
7245981;26-08-2016 19:03:18;42,6398;13,3157;7,9;SURVEY-INGV;;;;ML;2,5;--;Rieti
7246481;26-08-2016 19:17:47;42,6837;13,2933;9,7;SURVEY-INGV;;;;ML;2;--;Rieti
7247601;26-08-2016 19:43:20;42,6517;13,2512;11,1;SURVEY-INGV;;;;ML;2,6;--;Rieti
7248281;26-08-2016 19:58:10;42,708;13,2182;10,6;SURVEY-INGV;;;;ML;2,2;--;Rieti
7248441;26-08-2016 20:02:37;42,73;13,2028;10,2;SURVEY-INGV;;;;ML;2,1;--;Rieti
7248571;26-08-2016 20:04:42;42,6008;13,293;7,7;SURVEY-INGV;;;;ML;2,2;--;Rieti
7249101;26-08-2016 20:15:15;42,6252;13,2948;7,4;SURVEY-INGV;;;;ML;2,3;--;Rieti
7249411;26-08-2016 20:23:47;42,7388;13,1798;9,5;SURVEY-INGV;;;;ML;2,6;--;Rieti
7249471;26-08-2016 20:24:19;42,831;13,2335;9,1;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7249581;26-08-2016 20:26:28;42,793;13,1303;8;SURVEY-INGV;;;;ML;2,8;--;Perugia
7249761;26-08-2016 20:31:27;42,7873;13,1297;7,9;SURVEY-INGV;;;;ML;2,2;--;Perugia
7250391;26-08-2016 20:47:31;42,7438;13,1428;10,8;SURVEY-INGV;;;;ML;2,2;--;Perugia
7250451;26-08-2016 20:49:12;42,794;13,1532;10,1;SURVEY-INGV;;;;ML;3,2;--;Perugia
7250501;26-08-2016 20:51:50;42,7373;13,1692;10,2;SURVEY-INGV;;;;ML;2,6;--;Rieti
7250621;26-08-2016 20:56:30;42,7438;13,1728;10,7;SURVEY-INGV;;;;ML;2,6;--;Rieti
7250681;26-08-2016 20:56:30;42,746;13,175;10,6;SURVEY-INGV;;;;ML;2,5;--;Rieti
7250711;26-08-2016 20:57:43;42,7315;13,1858;9,2;SURVEY-INGV;;;;ML;2,2;--;Rieti
7250751;26-08-2016 20:58:19;42,7812;13,246;9,4;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7251301;26-08-2016 21:09:26;42,735;13,1808;10,8;SURVEY-INGV;;;;ML;2,1;--;Rieti
7251721;26-08-2016 21:17:40;42,6148;13,3055;10,2;SURVEY-INGV;;;;ML;2,4;--;Rieti
7251801;26-08-2016 21:19:18;42,8157;13,1683;10,4;SURVEY-INGV;;;;ML;2,5;--;Perugia
7252071;26-08-2016 21:26:43;42,9468;13,1017;12,5;SURVEY-INGV;;;;ML;2,2;--;Macerata
7252811;26-08-2016 21:44:06;42,5958;13,2798;7,6;SURVEY-INGV;;;;ML;2,6;--;Rieti
7253091;26-08-2016 21:50:59;42,6197;13,3108;9,8;SURVEY-INGV;;;;ML;2,1;--;Rieti
7253351;26-08-2016 21:55:50;42,6545;13,2207;10,4;SURVEY-INGV;;;;ML;2,1;--;Rieti
7254061;26-08-2016 22:13:35;42,7343;13,2158;9,9;SURVEY-INGV;;;;ML;2;--;Rieti
7254291;26-08-2016 22:19:50;42,7643;13,1168;12,3;SURVEY-INGV;;;;ML;2,1;--;Perugia
7254651;26-08-2016 22:29:01;42,8467;13,2177;8,8;SURVEY-INGV;;;;ML;2,8;--;Macerata
7254771;26-08-2016 22:31:34;42,7532;13,1333;8;SURVEY-INGV;;;;ML;2,2;--;Perugia
7255021;26-08-2016 22:37:48;42,8187;13,1542;10,4;SURVEY-INGV;;;;ML;2,4;--;Perugia
7255091;26-08-2016 22:38:53;42,638;13,2952;7,2;SURVEY-INGV;;;;ML;2,4;--;Rieti
7255241;26-08-2016 22:46:05;42,6293;13,2862;8,1;SURVEY-INGV;;;;ML;2,1;--;Rieti
7255921;26-08-2016 23:02:07;42,6407;13,2517;11,1;SURVEY-INGV;;;;ML;2,3;--;Rieti
7256091;26-08-2016 23:07:06;42,7982;13,1583;10,2;SURVEY-INGV;;;;ML;2;--;Perugia
7256431;26-08-2016 23:13:37;42,8423;13,2577;8,1;SURVEY-INGV;;;;ML;3,2;--;Ascoli Piceno
7256791;26-08-2016 23:21:25;42,8225;13,2278;7,5;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7256831;26-08-2016 23:22:18;42,6257;13,2985;9,4;SURVEY-INGV;;;;ML;2,1;--;Rieti
7257821;26-08-2016 23:48:38;42,8232;13,1617;10;SURVEY-INGV;;;;ML;2;--;Perugia
7257871;26-08-2016 23:50:07;42,6165;13,3023;8,1;SURVEY-INGV;;;;ML;2,1;--;Rieti
7258001;26-08-2016 23:53:58;42,6112;13,325;9,2;SURVEY-INGV;;;;ML;2,2;--;Rieti
7258401;27-08-2016 00:03:25;42,6707;13,2747;10,4;SURVEY-INGV;;;;ML;2,4;--;Rieti
7258451;27-08-2016 00:04:23;42,6287;13,3035;10,9;SURVEY-INGV;;;;ML;2,5;--;Rieti
7258501;27-08-2016 00:05:09;42,6177;13,3248;9,8;SURVEY-INGV;;;;ML;2,3;--;Rieti
7258581;27-08-2016 00:06:43;42,7162;13,3073;13,4;SURVEY-INGV;;;;ML;2,2;--;Rieti
7259061;27-08-2016 00:17:29;42,7918;13,148;9,2;SURVEY-INGV;;;;ML;2,4;--;Perugia
7259151;27-08-2016 00:18:28;42,8227;13,1367;8,3;SURVEY-INGV;;;;ML;2,2;--;Perugia
7259871;27-08-2016 00:36:55;42,8992;13,2167;8,8;SURVEY-INGV;;;;ML;2,2;--;Macerata
7260441;27-08-2016 00:50:49;42,5968;13,308;8,6;SURVEY-INGV;;;;ML;2;--;Rieti
7260471;27-08-2016 00:52:39;42,8343;13,2482;9,1;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7260501;27-08-2016 00:53:29;42,8283;13,2473;8,1;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7260741;27-08-2016 00:59:43;42,8355;13,2432;8,9;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7260771;27-08-2016 01:00:26;42,8367;13,2412;8,8;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7261031;27-08-2016 01:07:22;42,7917;13,206;9,6;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7261391;27-08-2016 01:16:29;42,7748;13,1168;8,6;SURVEY-INGV;;;;ML;2,4;--;Perugia
7261441;27-08-2016 01:17:24;42,7743;13,1148;8,7;SURVEY-INGV;;;;ML;2,1;--;Perugia
7261551;27-08-2016 01:20:00;42,8013;13,1558;10;SURVEY-INGV;;;;ML;2,3;--;Perugia
7261581;27-08-2016 01:21:00;42,778;13,1107;8,3;SURVEY-INGV;;;;ML;2,4;--;Perugia
7261821;27-08-2016 01:26:40;42,8362;13,2453;9,1;SURVEY-INGV;;;;ML;3,7;--;Ascoli Piceno
7261891;27-08-2016 01:29:12;42,6448;13,29;5,5;SURVEY-INGV;;;;ML;2,4;--;Rieti
7262341;27-08-2016 01:38:56;42,7582;13,2263;10,3;SURVEY-INGV;;;;ML;2,5;--;Ascoli Piceno
7263451;27-08-2016 02:06:23;42,7725;13,1135;10,1;SURVEY-INGV;;;;ML;2;--;Perugia
7263961;27-08-2016 02:18:52;42,6277;13,3117;10,2;SURVEY-INGV;;;;ML;2,5;--;Rieti
7264381;27-08-2016 02:30:20;42,7497;13,2398;10,4;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7265061;27-08-2016 02:49:22;42,744;13,2627;10,3;SURVEY-INGV;;;;ML;2,7;--;Ascoli Piceno
7265151;27-08-2016 02:50:59;42,8392;13,2488;8,2;SURVEY-INGV;;;;Mw;4;--;Ascoli Piceno
7265191;27-08-2016 02:52:24;42,6158;13,31;9,7;SURVEY-INGV;;;;ML;3;--;Rieti
7265431;27-08-2016 03:00:07;42,8415;13,2467;8,8;SURVEY-INGV;;;;ML;2,9;--;Ascoli Piceno
7265461;27-08-2016 03:00:54;42,8402;13,2473;8,1;SURVEY-INGV;;;;ML;3,1;--;Ascoli Piceno
7265491;27-08-2016 03:01:55;42,8322;13,2632;8,1;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7266291;27-08-2016 03:20:05;42,736;13,1892;8,8;SURVEY-INGV;;;;ML;2;--;Rieti
7266761;27-08-2016 03:30:11;42,7367;13,1903;10,1;SURVEY-INGV;;;;ML;2,8;--;Rieti
7266851;27-08-2016 03:32:41;42,8425;13,2397;8,6;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7267101;27-08-2016 03:38:49;42,8458;13,2398;8,7;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7267201;27-08-2016 03:40:18;42,8242;13,254;7,1;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7267541;27-08-2016 03:46:11;42,8007;13,2432;8,4;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7268541;27-08-2016 04:10:26;42,6647;13,3062;10;SURVEY-INGV;;;;ML;2,2;--;Rieti
7269191;27-08-2016 04:25:24;42,7248;13,2492;10,5;SURVEY-INGV;;;;ML;2,1;--;Rieti
7269281;27-08-2016 04:27:02;42,8307;13,2705;8,3;SURVEY-INGV;;;;ML;2,3;--;Ascoli Piceno
7269861;27-08-2016 04:39:33;42,81;13,2427;7,9;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7270281;27-08-2016 04:48:59;42,7407;13,2587;10,2;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7270591;27-08-2016 04:56:45;42,7487;13,2477;10,1;SURVEY-INGV;;;;ML;2,9;--;Ascoli Piceno
7270641;27-08-2016 04:57:42;42,6073;13,3118;8,2;SURVEY-INGV;;;;ML;2,4;--;Rieti
7271221;27-08-2016 05:13:08;42,8383;13,2537;8;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7271661;27-08-2016 05:24:04;42,6378;13,2862;6;SURVEY-INGV;;;;ML;2;--;Rieti
7271721;27-08-2016 05:26:12;42,7368;13,1957;10,1;SURVEY-INGV;;;;ML;2,2;--;Rieti
7272241;27-08-2016 05:36:06;42,6778;13,2695;10;SURVEY-INGV;;;;ML;2;--;Rieti
7272551;27-08-2016 05:42:03;42,6523;13,2097;12,8;SURVEY-INGV;;;;ML;2,4;--;Rieti
7273201;27-08-2016 06:01:13;42,8058;13,2445;8,3;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7273561;27-08-2016 06:08:30;42,8383;13,2357;7,2;SURVEY-INGV;;;;ML;3,3;--;Ascoli Piceno
7274021;27-08-2016 06:20:30;42,5475;13,3098;16,3;SURVEY-INGV;;;;ML;3,4;--;L'Aquila
7274121;27-08-2016 06:22:44;42,7058;13,1975;8,9;SURVEY-INGV;;;;ML;2;--;Rieti
7274861;27-08-2016 06:40:07;42,5928;13,2737;9,8;SURVEY-INGV;;;;ML;2,2;--;Rieti
7274911;27-08-2016 06:41:03;42,7808;13,1637;10,2;SURVEY-INGV;;;;ML;2,5;--;Perugia
7275261;27-08-2016 06:52:03;42,7815;13,1638;10;SURVEY-INGV;;;;ML;2;--;Perugia
7275561;27-08-2016 06:57:48;42,8442;13,2492;8;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7275761;27-08-2016 07:03:58;42,8928;13,3727;9,7;SURVEY-INGV;;;;ML;2;--;Ascoli Piceno
7276151;27-08-2016 07:14:02;42,8483;13,2368;8,3;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7276171;27-08-2016 07:14:02;42,8483;13,246;8,9;SURVEY-INGV;;;;ML;2,8;--;Ascoli Piceno
7276371;27-08-2016 07:17:29;42,5958;13,3042;7,1;SURVEY-INGV;;;;ML;2;--;Rieti
7277001;27-08-2016 07:33:43;42,6238;13,3332;9,7;SURVEY-INGV;;;;ML;2;--;Rieti
7277101;27-08-2016 07:36:07;42,6277;13,2943;8,1;SURVEY-INGV;;;;ML;2,7;--;Rieti
7277421;27-08-2016 07:44:13;42,7658;13,2272;8,7;SURVEY-INGV;;;;ML;3;--;Ascoli Piceno
7277541;27-08-2016 07:48:36;42,6465;13,2273;10,3;SURVEY-INGV;;;;ML;2,2;--;Rieti
7277691;27-08-2016 07:54:25;42,8347;13,2407;8,1;SURVEY-INGV;;;;ML;2,6;--;Ascoli Piceno
7277751;27-08-2016 07:55:54;42,638;13,2987;7,4;SURVEY-INGV;;;;ML;2;--;Rieti
7278371;27-08-2016 08:12:08;42,6103;13,311;10,1;SURVEY-INGV;;;;ML;2,2;--;Rieti
7278571;27-08-2016 08:16:57;42,7372;13,2268;10,5;SURVEY-INGV;;;;ML;2,1;--;Rieti
7278891;27-08-2016 08:22:52;42,7832;13,1753;10,2;SURVEY-INGV;;;;ML;2;--;Perugia
7279091;27-08-2016 08:27:16;42,4653;13,2447;11;SURVEY-INGV;;;;ML;2,8;--;L'Aquila
7279171;27-08-2016 08:30:50;42,8157;13,2393;9,3;SURVEY-INGV;;;;ML;2,8;--;Ascoli Piceno
7279201;27-08-2016 08:31:44;42,5987;13,2758;10,3;SURVEY-INGV;;;;ML;2,7;--;Rieti
7279791;27-08-2016 08:47:04;42,7352;13,1948;10;SURVEY-INGV;;;;ML;2,4;--;Rieti
7280991;27-08-2016 09:20:39;42,7872;13,2293;11,1;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7281681;27-08-2016 09:41:38;42,7925;13,1815;8,6;SURVEY-INGV;;;;ML;3,2;--;Perugia
7281741;27-08-2016 09:43:18;42,7712;13,2282;8,2;SURVEY-INGV;;;;ML;2,5;--;Ascoli Piceno
7282311;27-08-2016 10:01:41;42,7478;13,2302;10,6;SURVEY-INGV;;;;ML;2,2;--;Rieti
7282251;27-08-2016 10:01:41;42,7547;13,2352;11;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7283301;27-08-2016 10:25:55;42,8327;13,1732;6,4;SURVEY-INGV;;;;ML;2,2;--;Macerata
7283271;27-08-2016 10:25:55;42,8357;13,165;8,3;SURVEY-INGV;;;;ML;2,7;--;Macerata
7283331;27-08-2016 10:26:43;42,6037;13,3153;10;SURVEY-INGV;;;;ML;2,4;--;Rieti
7283661;27-08-2016 10:32:13;42,7772;13,1428;8,8;SURVEY-INGV;;;;ML;2,3;--;Perugia
7284031;27-08-2016 10:40:14;42,8382;13,2462;6,8;SURVEY-INGV;;;;ML;3,6;--;Ascoli Piceno
7284251;27-08-2016 10:44:33;42,6078;13,3145;10;SURVEY-INGV;;;;ML;2,4;--;Rieti
7284281;27-08-2016 10:45:24;42,8318;13,164;7,3;SURVEY-INGV;;;;ML;2,3;--;Macerata
7285001;27-08-2016 11:01:02;42,8223;13,1617;10,5;SURVEY-INGV;;;;ML;2,1;--;Perugia
7285341;27-08-2016 11:09:49;42,6132;13,3283;10,6;SURVEY-INGV;;;;ML;2,5;--;Rieti
7285401;27-08-2016 11:11:29;42,841;13,2508;7,9;SURVEY-INGV;;;;ML;2,1;--;Ascoli Piceno
7286041;27-08-2016 11:32:51;42,7163;13,2233;7,9;SURVEY-INGV;;;;ML;2;--;Rieti
7286301;27-08-2016 11:41:26;42,6088;13,2932;9,8;SURVEY-INGV;;;;ML;2,4;--;Rieti
7286351;27-08-2016 11:44:11;42,6285;13,2908;8,5;SURVEY-INGV;;;;ML;2,2;--;Rieti
7286921;27-08-2016 12:01:00;42,7948;13,2193;9,8;SURVEY-INGV;;;;ML;2,4;--;Ascoli Piceno
7287071;27-08-2016 12:03:16;42,6232;13,3;9,8;SURVEY-INGV;;;;ML;2,1;--;Rieti
7288941;27-08-2016 12:56:40;42,7192;13,2572;10,2;SURVEY-INGV;;;;ML;2,7;--;Rieti
7289201;27-08-2016 13:05:40;42,8448;13,2508;8,5;SURVEY-INGV;;;;ML;2,2;--;Ascoli Piceno
7290081;27-08-2016 13:30:17;42,8165;13,1665;10,5;SURVEY-INGV;;;;ML;2;--;Perugia
7290311;27-08-2016 13:37:07;42,7317;13,2112;10;SURVEY-INGV;;;;ML;2,3;--;Rieti
7290411;27-08-2016 13:38:59;42,5932;13,2873;18,5;SURVEY-INGV;;;;ML;2,4;--;Rieti
7290441;27-08-2016 13:39:32;42,7558;13,1815;10,9;SURVEY-INGV;;;;ML;2,1;--;Perugia
7292861;27-08-2016 14:44:21;42,781;13,177;10,1;SURVEY-INGV;;;;ML;2;--;Perugia
